Case,Activity,Timestamp,Resource,label,original_activity,isdistorted,BaseActivity,ProcessedActivity,canonical_activity,is_distorted,y_true,Activity_fixed
761,Notify accept,2023-11-13 23:50:41.542,Manager-000005,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
761,Deliver card,2023-11-13 23:51:53.704,Manager-000004,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
761,EVENT 13 END,2023-11-13 23:51:58.882,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
762,Check for completeness,2023-11-14 00:58:43.896,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
762,New online application received,2023-11-14 00:58:43.896,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
762,Request info,2023-11-14 01:15:15.582,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
762,info received,2023-11-14 01:22:15.593,,,info received,0,info received,info received,info received,0,0,info received
762,Check for completeness,2023-11-14 01:22:25.593,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
762,Perform checks,2023-11-14 01:27:35.347,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
762,Make decision,2023-11-14 02:09:05.010,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
762,notify reject,2023-11-14 02:09:21.378,Manager-000002,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
762,review request received,2023-11-14 02:14:04.377,,,review request received,0,review request received,review request received,review request received,0,0,review request received
762,Check for completeness,2023-11-14 02:14:14.377,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
762,Perform checks,2023-11-14 02:28:55.546,Clerk-000004,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
762,Make decision,2023-11-14 02:35:14.621,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
762,Notify accept,2023-11-14 03:05:31.833,Manager-000003,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
762,Deliver card,2023-11-14 03:40:18.568,Manager-000002,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
762,EVENT 13 END,2023-11-14 04:00:46.328,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
764,Check for completeness,2023-11-14 05:49:16.897,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
764,New online application received,2023-11-14 05:49:16.897,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
764,Request info,2023-11-14 05:51:22.566,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
764,info received,2023-11-14 06:22:02.196,,,info received,0,info received,info received,info received,0,0,info received
764,Check for completeness,2023-11-14 06:22:12.196,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
764,Request info,2023-11-14 06:29:33.037,Manager-000004,,Request info,0,Request info,request info,Request info,0,0,Request info
764,info received,2023-11-14 07:00:57.694,,,info received,0,info received,info received,info received,0,0,info received
764,Check for completeness,2023-11-14 07:01:07.694,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
764,Perform checks,2023-11-14 07:06:31.763,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
764,Make decision,2023-11-14 07:21:26.258,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
764,notify reject,2023-11-14 07:31:01.744,Manager-000002,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
764,time out,2023-11-14 07:43:39.083,,,time out,0,time out,time out,time out,0,0,time out
764,EVENT 13 END,2023-11-14 07:43:49.083,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
765,Check for completeness,2023-11-14 05:51:54.457,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
765,New online application received,2023-11-14 05:51:54.457,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
765,Request info,2023-11-14 06:00:49.224,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
765,info received,2023-11-14 06:15:15.597,,,info received,0,info received,info received,info received,0,0,info received
765,Check for completeness,2023-11-14 06:15:25.597,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
765,Request info,2023-11-14 06:17:27.497,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
765,info received,2023-11-14 06:27:24.010,,,info received,0,info received,info received,info received,0,0,info received
765,Check for completeness,2023-11-14 06:27:34.010,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
765,Perform checks,2023-11-14 06:31:06.798,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
765,Make decision,2023-11-14 06:34:46.363,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
765,notify reject,2023-11-14 06:35:36.954,Manager-000002,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
765,time out,2023-11-14 06:38:27.713,,,time out,0,time out,time out,time out,0,0,time out
765,EVENT 13 END,2023-11-14 06:38:37.713,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
768,Check for completeness,2023-11-14 10:23:58.001,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
768,New online application received,2023-11-14 10:23:58.001,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
768,Perform checks,2023-11-14 10:45:09.630,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
768,Make decision,2023-11-14 10:55:10.282,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
768,notify reject,2023-11-14 11:07:51.857,Manager-000004,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
768,time out,2023-11-14 11:12:46.563,,,time out,0,time out,time out,time out,0,0,time out
768,EVENT 13 END,2023-11-14 11:12:56.563,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
769,Check for completeness,2023-11-14 11:45:48.147,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
769,New online application received,2023-11-14 11:45:48.147,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
769,Perform checks,2023-11-14 11:46:37.320,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
769,Make decision,2023-11-14 11:50:55.296,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
769,notify reject,2023-11-14 11:54:11.131,Manager-000005,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
769,time out,2023-11-14 12:09:22.981,,,time out,0,time out,time out,time out,0,0,time out
769,EVENT 13 END,2023-11-14 12:09:32.981,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
770,Check for completeness,2023-11-14 12:27:23.483,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
770,New online application received,2023-11-14 12:27:23.483,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
770,Request info,2023-11-14 12:30:58.486,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
770,info received,2023-11-14 12:40:45.731,,,info received,0,info received,info received,info received,0,0,info received
770,Check for completeness,2023-11-14 12:40:55.731,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
770,Request info,2023-11-14 12:41:09.936,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
770,info received,2023-11-14 12:56:49.129,,,info received,0,info received,info received,info received,0,0,info received
770,Check for completeness,2023-11-14 12:56:59.129,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
770,Perform checks,2023-11-14 13:18:31.860,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
770,Make decision,2023-11-14 13:26:45.199,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
770,notify reject,2023-11-14 13:47:11.923,Manager-000004,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
770,time out,2023-11-14 13:59:35.847,,,time out,0,time out,time out,time out,0,0,time out
770,EVENT 13 END,2023-11-14 13:59:45.847,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
772,Check for completeness,2023-11-14 15:38:55.799,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
772,New online application received,2023-11-14 15:38:55.799,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
772,Request info,2023-11-14 15:41:11.012,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
772,info received,2023-11-14 15:48:35.350,,,info received,0,info received,info received,info received,0,0,info received
772,Check for completeness,2023-11-14 15:48:45.350,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
772,Perform checks,2023-11-14 15:58:53.261,Clerk-000004,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
